"CODE_ID","DESC_FRE","DESC_ENG","PROV_CODE_ID","PROV_DESC_FRE","PROV_DESC_ENG"
21307,"PLEASANTVIEW","PLEASANTVIEW",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21308,"PLEASURE HARBOUR","PLEASURE HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21309,"PLUM POINT","PLUM POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21310,"POINT AU GAUL","POINT AU GAUL",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21311,"POINT AU MAL","POINT AU MAL",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21312,"POINT CREWE","POINT CREWE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21313,"POINT LA HAYE","POINT LA HAYE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21314,"POINT LANCE","POINT LANCE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21315,"POINT LEAMINGTON","POINT LEAMINGTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21316,"POINT MAY","POINT MAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21317,"POINT OF BAY","POINT OF BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21318,"POINT ROSIE","POINT ROSIE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21319,"POINT VERDE","POINT VERDE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21320,"POLLARDS POINT","POLLARDS POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21321,"POND COVE","POND COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21322,"POOL'S COVE","POOL'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21323,"POOL'S ISLAND","POOL'S ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21324,"POPE'S HARBOUR","POPE'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21325,"PORT ALBERT","PORT ALBERT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21326,"PORT ANN","PORT ANN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21327,"PORT ANSON","PORT ANSON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21328,"PORT AU BRAS","PORT AU BRAS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21329,"PORT AU CHOIX","PORT AU CHOIX",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21330,"PORT AU PORT (INCLUDES GRAVEL BEACH)","PORT AU PORT (INCLUDES GRAVEL BEACH)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21331,"PORT AUX BASQUES (CHANNEL)","PORT AUX BASQUES (CHANNEL)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21332,"PORT BLANDFORD","PORT BLANDFORD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21333,"PORT DE GRAVE","PORT DE GRAVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21334,"PORT ELIZABETH","PORT ELIZABETH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21335,"PORT HOPE SIMPSON","PORT HOPE SIMPSON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21336,"PORT KIRWIN","PORT KIRWIN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21337,"PORT REXTON","PORT REXTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21338,"PORT ROYAL (V)","PORT ROYAL (V)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21339,"PORT SAUNDERS","PORT SAUNDERS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21340,"PORT UNION","PORT UNION",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21341,"PORTERVILLE","PORTERVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21342,"PORTLAND","PORTLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21343,"PORTLAND CREEK","PORTLAND CREEK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21344,"PORTUGAL COVE SOUTH, SOUTHERN SHORE","PORTUGAL COVE SOUTH, SOUTHERN SHORE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21345,"PORTUGAL COVE, CONCEPTION BAY","PORTUGAL COVE, CONCEPTION BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21346,"POSTVILLE","POSTVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21347,"POUCH COVE","POUCH COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21348,"POUND COVE","POUND COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21349,"PRESQUE","PRESQUE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21350,"PRINCETON","PRINCETON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21351,"PROWESTON","PROWESTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21352,"PUNCHBOWL","PUNCHBOWL",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21353,"PURBECK'S COVE","PURBECK'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21354,"PURCELL'S HARBOUR","PURCELL'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21355,"PUSHTHROUGH","PUSHTHROUGH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21356,"QUEEN'S COVE","QUEEN'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21357,"QUIDI VIDI","QUIDI VIDI",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21358,"QUIRPON","QUIRPON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21359,"RAGGED HARBOUR","RAGGED HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21360,"RAGGED ISLANDS","RAGGED ISLANDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21361,"RAGGED POINT","RAGGED POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21362,"RAILROADS","RAILROADS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21363,"RALEIGH","RALEIGH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21364,"RAMAH BAY","RAMAH BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21365,"RAMEA","RAMEA",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21366,"RATTLER'S BIGHT","RATTLER'S BIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21367,"RATTLING BROOK","RATTLING BROOK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21368,"RAYMONDS POINT","RAYMONDS POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21369,"RAZORBACK HARBOUR","RAZORBACK HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21370,"RED BAY","RED BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21371,"RED BROOK (ROUZES BROOK)","RED BROOK (ROUZES BROOK)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21372,"RED CLIFF","RED CLIFF",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21373,"RED COVE","RED COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21374,"RED HARBOUR","RED HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21375,"RED HEAD COVE","RED HEAD COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21376,"RED ISLAND","RED ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21377,"REEFS HARBOUR","REEFS HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21378,"RENCONTRE EAST","RENCONTRE EAST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21379,"RENCONTRE WEST","RENCONTRE WEST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21380,"RENEWS","RENEWS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21381,"RIGOLET","RIGOLET",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21382,"RITTER'S ARM","RITTER'S ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21383,"RIVER OF PONDS","RIVER OF PONDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21384,"RIVERHEAD","RIVERHEAD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21385,"ROBERT'S ARM","ROBERT'S ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21386,"ROBINSONS","ROBINSONS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21387,"ROCK HARBOUR","ROCK HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21388,"ROCKETTS COVE","ROCKETTS COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21389,"ROCKY HARBOUR","ROCKY HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
21392,"PLEASANT VALLEY (ANTIGONISH)","PLEASANT VALLEY (ANTIGONISH)",180,"Nouvelle-Écosse","Nova Scotia"
21393,"PLEASANT VALLEY (YARMOUTH)","PLEASANT VALLEY (YARMOUTH)",180,"Nouvelle-Écosse","Nova Scotia"
21394,"PLEASANTFIELD","PLEASANTFIELD",180,"Nouvelle-Écosse","Nova Scotia"
21395,"PLEASANTVILLE","PLEASANTVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21396,"PLYMOUTH","PLYMOUTH",180,"Nouvelle-Écosse","Nova Scotia"
21397,"PLYMPTON","PLYMPTON",180,"Nouvelle-Écosse","Nova Scotia"
21398,"POINT ACONI","POINT ACONI",180,"Nouvelle-Écosse","Nova Scotia"
21399,"POINT CROSS","POINT CROSS",180,"Nouvelle-Écosse","Nova Scotia"
21400,"POINT EDWARD","POINT EDWARD",180,"Nouvelle-Écosse","Nova Scotia"
21401,"POINT MICHAUD","POINT MICHAUD",180,"Nouvelle-Écosse","Nova Scotia"
21402,"POINT PRIM","POINT PRIM",180,"Nouvelle-Écosse","Nova Scotia"
21403,"POINT TUPPER","POINT TUPPER",180,"Nouvelle-Écosse","Nova Scotia"
21404,"POIRIERVILLE","POIRIERVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21405,"POLISH LANDINGS","POLISH LANDINGS",180,"Nouvelle-Écosse","Nova Scotia"
21406,"POMQUET","POMQUET",180,"Nouvelle-Écosse","Nova Scotia"
21407,"PONDVILLE","PONDVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21408,"POPE'S HARBOUR","POPE'S HARBOUR",180,"Nouvelle-Écosse","Nova Scotia"
21409,"PORT BAN","PORT BAN",180,"Nouvelle-Écosse","Nova Scotia"
21410,"PORT BICKERTON","PORT BICKERTON",180,"Nouvelle-Écosse","Nova Scotia"
21411,"PORT CALEDONIA","PORT CALEDONIA",180,"Nouvelle-Écosse","Nova Scotia"
21412,"PORT CLYDE","PORT CLYDE",180,"Nouvelle-Écosse","Nova Scotia"
21413,"PORT DUFFERIN","PORT DUFFERIN",180,"Nouvelle-Écosse","Nova Scotia"
21414,"PORT FELIX","PORT FELIX",180,"Nouvelle-Écosse","Nova Scotia"
21415,"PORT GEORGE","PORT GEORGE",180,"Nouvelle-Écosse","Nova Scotia"
21416,"PORT GREVILLE","PORT GREVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21417,"PORT HASTINGS","PORT HASTINGS",180,"Nouvelle-Écosse","Nova Scotia"
21418,"PORT HAWKESBURY","PORT HAWKESBURY",180,"Nouvelle-Écosse","Nova Scotia"
21419,"PORT HEBERT","PORT HEBERT",180,"Nouvelle-Écosse","Nova Scotia"
21420,"PORT HILFORD","PORT HILFORD",180,"Nouvelle-Écosse","Nova Scotia"
21421,"PORT HOOD","PORT HOOD",180,"Nouvelle-Écosse","Nova Scotia"
21422,"PORT HOOD ISLAND","PORT HOOD ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21423,"PORT HOWE","PORT HOWE",180,"Nouvelle-Écosse","Nova Scotia"
21424,"PORT JOLI","PORT JOLI",180,"Nouvelle-Écosse","Nova Scotia"
21425,"PORT LA TOUR","PORT LA TOUR",180,"Nouvelle-Écosse","Nova Scotia"
21426,"PORT LORNE","PORT LORNE",180,"Nouvelle-Écosse","Nova Scotia"
21427,"PORT MAITLAND","PORT MAITLAND",180,"Nouvelle-Écosse","Nova Scotia"
21428,"PORT MALCOLM","PORT MALCOLM",180,"Nouvelle-Écosse","Nova Scotia"
21429,"PORT MEDWAY","PORT MEDWAY",180,"Nouvelle-Écosse","Nova Scotia"
21430,"PORT MORIEN","PORT MORIEN",180,"Nouvelle-Écosse","Nova Scotia"
21431,"PORT MOUTON","PORT MOUTON",180,"Nouvelle-Écosse","Nova Scotia"
21432,"PORT PHILLIP","PORT PHILLIP",180,"Nouvelle-Écosse","Nova Scotia"
21433,"PORT RICHMOND","PORT RICHMOND",180,"Nouvelle-Écosse","Nova Scotia"
21434,"PORT ROYAL (ANNAPOLIS)","PORT ROYAL (ANNAPOLIS)",180,"Nouvelle-Écosse","Nova Scotia"
21435,"PORT ROYAL (RICHMOND)","PORT ROYAL (RICHMOND)",180,"Nouvelle-Écosse","Nova Scotia"
21436,"PORT SAXON","PORT SAXON",180,"Nouvelle-Écosse","Nova Scotia"
21437,"PORT SHOREHAM","PORT SHOREHAM",180,"Nouvelle-Écosse","Nova Scotia"
21438,"PORT WADE","PORT WADE",180,"Nouvelle-Écosse","Nova Scotia"
21439,"PORT WILLIAMS","PORT WILLIAMS",180,"Nouvelle-Écosse","Nova Scotia"
21440,"PORTAPIQUE","PORTAPIQUE",180,"Nouvelle-Écosse","Nova Scotia"
21441,"PORTER'S LAKE","PORTER'S LAKE",180,"Nouvelle-Écosse","Nova Scotia"
21442,"PORTUGAL","PORTUGAL",180,"Nouvelle-Écosse","Nova Scotia"
21443,"PORTUGUESE COVE","PORTUGUESE COVE",180,"Nouvelle-Écosse","Nova Scotia"
21444,"POULAMOND","POULAMOND",180,"Nouvelle-Écosse","Nova Scotia"
21445,"PRIME BROOK","PRIME BROOK",180,"Nouvelle-Écosse","Nova Scotia"
21446,"PRINGLES HARBOUR","PRINGLES HARBOUR",180,"Nouvelle-Écosse","Nova Scotia"
21447,"PROSPECT","PROSPECT",180,"Nouvelle-Écosse","Nova Scotia"
21448,"PROSPECT POINT","PROSPECT POINT",180,"Nouvelle-Écosse","Nova Scotia"
21449,"PUBNICO","PUBNICO",180,"Nouvelle-Écosse","Nova Scotia"
21450,"PUGWASH","PUGWASH",180,"Nouvelle-Écosse","Nova Scotia"
21451,"PUGWASH JUNCTION","PUGWASH JUNCTION",180,"Nouvelle-Écosse","Nova Scotia"
21452,"PUGWASH POINT","PUGWASH POINT",180,"Nouvelle-Écosse","Nova Scotia"
21453,"PUGWASH RIVER","PUGWASH RIVER",180,"Nouvelle-Écosse","Nova Scotia"
21454,"PURCELL'S COVE","PURCELL'S COVE",180,"Nouvelle-Écosse","Nova Scotia"
21455,"QUEENSLAND","QUEENSLAND",180,"Nouvelle-Écosse","Nova Scotia"
21456,"QUEENSPORT","QUEENSPORT",180,"Nouvelle-Écosse","Nova Scotia"
21457,"QUINAN","QUINAN",180,"Nouvelle-Écosse","Nova Scotia"
21458,"QUODDY INLET","QUODDY INLET",180,"Nouvelle-Écosse","Nova Scotia"
21459,"RABBIT ISLAND","RABBIT ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21460,"RAM'S LEDGE","RAM'S LEDGE",180,"Nouvelle-Écosse","Nova Scotia"
21461,"RED HEAD (GUYSBOROUGH)","RED HEAD (GUYSBOROUGH)",180,"Nouvelle-Écosse","Nova Scotia"
21462,"RED HEAD (RICHMOND)","RED HEAD (RICHMOND)",180,"Nouvelle-Écosse","Nova Scotia"
21463,"RED ISLAND","RED ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21464,"RED POINT","RED POINT",180,"Nouvelle-Écosse","Nova Scotia"
21465,"RESERVE","RESERVE",180,"Nouvelle-Écosse","Nova Scotia"
21466,"REYNARDTON","REYNARDTON",180,"Nouvelle-Écosse","Nova Scotia"
21467,"REYNOLDSCROFT","REYNOLDSCROFT",180,"Nouvelle-Écosse","Nova Scotia"
21468,"RHODES CORNER","RHODES CORNER",180,"Nouvelle-Écosse","Nova Scotia"
21469,"RIVER BENNETT","RIVER BENNETT",180,"Nouvelle-Écosse","Nova Scotia"
21470,"RIVER BOURGEOIS","RIVER BOURGEOIS",180,"Nouvelle-Écosse","Nova Scotia"
21471,"RIVER BOURGEOIS SOUTH","RIVER BOURGEOIS SOUTH",180,"Nouvelle-Écosse","Nova Scotia"
21472,"RIVER DENYS","RIVER DENYS",180,"Nouvelle-Écosse","Nova Scotia"
21473,"RIVER HEBERT","RIVER HEBERT",180,"Nouvelle-Écosse","Nova Scotia"
21474,"RIVER JOHN","RIVER JOHN",180,"Nouvelle-Écosse","Nova Scotia"
21475,"RIVER PHILIP","RIVER PHILIP",180,"Nouvelle-Écosse","Nova Scotia"
21476,"RIVER TILLARD","RIVER TILLARD",180,"Nouvelle-Écosse","Nova Scotia"
21477,"RIVERPORT","RIVERPORT",180,"Nouvelle-Écosse","Nova Scotia"
21478,"RIVERSIDE","RIVERSIDE",180,"Nouvelle-Écosse","Nova Scotia"
21479,"RIVERVIEW","RIVERVIEW",180,"Nouvelle-Écosse","Nova Scotia"
21480,"ROACH VALE","ROACH VALE",180,"Nouvelle-Écosse","Nova Scotia"
21481,"ROBBINS","ROBBINS",180,"Nouvelle-Écosse","Nova Scotia"
21482,"ROBERT ISLAND","ROBERT ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21483,"ROBERTA","ROBERTA",180,"Nouvelle-Écosse","Nova Scotia"
21484,"ROBINSONS COVE","ROBINSONS COVE",180,"Nouvelle-Écosse","Nova Scotia"
21485,"ROCCO POINT","ROCCO POINT",180,"Nouvelle-Écosse","Nova Scotia"
21486,"ROCKDALE","ROCKDALE",180,"Nouvelle-Écosse","Nova Scotia"
21487,"ROCKINGHAM","ROCKINGHAM",180,"Nouvelle-Écosse","Nova Scotia"
21488,"ROCKLAND","ROCKLAND",180,"Nouvelle-Écosse","Nova Scotia"
21489,"ROCKLEY","ROCKLEY",180,"Nouvelle-Écosse","Nova Scotia"
21490,"ROCKVILLE","ROCKVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21491,"ROCKY BAY (RICHMOND)","ROCKY BAY (RICHMOND)",180,"Nouvelle-Écosse","Nova Scotia"
21492,"ROCKY BAY (VICTORIA)","ROCKY BAY (VICTORIA)",180,"Nouvelle-Écosse","Nova Scotia"
21493,"ROCKY RUN","ROCKY RUN",180,"Nouvelle-Écosse","Nova Scotia"
21494,"ROSE BAY","ROSE BAY",180,"Nouvelle-Écosse","Nova Scotia"
21495,"ROSEWAY","ROSEWAY",180,"Nouvelle-Écosse","Nova Scotia"
21496,"ROSS COVE","ROSS COVE",180,"Nouvelle-Écosse","Nova Scotia"
21497,"ROSS CREEK","ROSS CREEK",180,"Nouvelle-Écosse","Nova Scotia"
21498,"ROSS FERRY","ROSS FERRY",180,"Nouvelle-Écosse","Nova Scotia"
21499,"ROSSWAY","ROSSWAY",180,"Nouvelle-Écosse","Nova Scotia"
21500,"ROUND BAY","ROUND BAY",180,"Nouvelle-Écosse","Nova Scotia"
21501,"ROUND HILL","ROUND HILL",180,"Nouvelle-Écosse","Nova Scotia"
21502,"ROUND ISLAND","ROUND ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21503,"ROXVILLE","ROXVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21504,"RUGGED HARBOUR","RUGGED HARBOUR",180,"Nouvelle-Écosse","Nova Scotia"
21505,"RYAN'S CREEK","RYAN'S CREEK",180,"Nouvelle-Écosse","Nova Scotia"
21506,"SABLE RIVER","SABLE RIVER",180,"Nouvelle-Écosse","Nova Scotia"
21507,"SABLE RIVER WEST","SABLE RIVER WEST",180,"Nouvelle-Écosse","Nova Scotia"
21508,"SALMON RIVER","SALMON RIVER",180,"Nouvelle-Écosse","Nova Scotia"
21509,"SALMON RIVER BRIDGE","SALMON RIVER BRIDGE",180,"Nouvelle-Écosse","Nova Scotia"
21510,"SALTER'S FALLS","SALTER'S FALLS",180,"Nouvelle-Écosse","Nova Scotia"
21511,"SAMBRO","SAMBRO",180,"Nouvelle-Écosse","Nova Scotia"
21512,"SAMBRO HEAD","SAMBRO HEAD",180,"Nouvelle-Écosse","Nova Scotia"
21513,"SAMPSON COVE","SAMPSON COVE",180,"Nouvelle-Écosse","Nova Scotia"
21514,"BAYFIELD","BAYFIELD",180,"Nouvelle-Écosse","Nova Scotia"
21515,"BAYPORT","BAYPORT",180,"Nouvelle-Écosse","Nova Scotia"
21516,"BAYSIDE","BAYSIDE",180,"Nouvelle-Écosse","Nova Scotia"
21517,"BAYSWATER","BAYSWATER",180,"Nouvelle-Écosse","Nova Scotia"
21518,"BAYVIEW (DIGBY)","BAYVIEW (DIGBY)",180,"Nouvelle-Écosse","Nova Scotia"
21519,"BAYVIEW (PICTOU)","BAYVIEW (PICTOU)",180,"Nouvelle-Écosse","Nova Scotia"
21520,"BEACH HILL","BEACH HILL",180,"Nouvelle-Écosse","Nova Scotia"
21521,"BEACH MEADOWS","BEACH MEADOWS",180,"Nouvelle-Écosse","Nova Scotia"
21522,"BEAR COVE (DIGBY)","BEAR COVE (DIGBY)",180,"Nouvelle-Écosse","Nova Scotia"
21523,"BEAR COVE (VICTORIA)","BEAR COVE (VICTORIA)",180,"Nouvelle-Écosse","Nova Scotia"
21524,"BEAR FALLS","BEAR FALLS",180,"Nouvelle-Écosse","Nova Scotia"
21525,"BEAR ISLAND","BEAR ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21526,"BEAR POINT","BEAR POINT",180,"Nouvelle-Écosse","Nova Scotia"
21527,"BEAR RIVER","BEAR RIVER",180,"Nouvelle-Écosse","Nova Scotia"
21528,"BEAVER COVE","BEAVER COVE",180,"Nouvelle-Écosse","Nova Scotia"
21529,"BEAVER HARBOUR","BEAVER HARBOUR",180,"Nouvelle-Écosse","Nova Scotia"
21530,"BEAVER ISLAND","BEAVER ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21531,"BEAVER RIVER","BEAVER RIVER",180,"Nouvelle-Écosse","Nova Scotia"
21532,"BEAVERBANK","BEAVERBANK",180,"Nouvelle-Écosse","Nova Scotia"
21533,"BEDFORD","BEDFORD",180,"Nouvelle-Écosse","Nova Scotia"
21534,"BEECH HILL (HALIFAX)","BEECH HILL (HALIFAX)",180,"Nouvelle-Écosse","Nova Scotia"
21535,"BEECH HILL (QUEENS)","BEECH HILL (QUEENS)",180,"Nouvelle-Écosse","Nova Scotia"
21536,"BELLE COTE","BELLE COTE",180,"Nouvelle-Écosse","Nova Scotia"
21537,"BELLE MARCHE","BELLE MARCHE",180,"Nouvelle-Écosse","Nova Scotia"
21538,"BELLEVILLE","BELLEVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21539,"BELLIVEAU COVE","BELLIVEAU COVE",180,"Nouvelle-Écosse","Nova Scotia"
21540,"BELLS ISLAND","BELLS ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21541,"BEN EOIN","BEN EOIN",180,"Nouvelle-Écosse","Nova Scotia"
21542,"BERWICK","BERWICK",180,"Nouvelle-Écosse","Nova Scotia"
21543,"BICKERTON WEST","BICKERTON WEST",180,"Nouvelle-Écosse","Nova Scotia"
21544,"BIG BRAS D'OR","BIG BRAS D'OR",180,"Nouvelle-Écosse","Nova Scotia"
21545,"BIG GLACE BAY","BIG GLACE BAY",180,"Nouvelle-Écosse","Nova Scotia"
21546,"BIG HARBOUR (INVERNESS)","BIG HARBOUR (INVERNESS)",180,"Nouvelle-Écosse","Nova Scotia"
21547,"BIG HARBOUR (VICTORIA)","BIG HARBOUR (VICTORIA)",180,"Nouvelle-Écosse","Nova Scotia"
21548,"BIG HARBOUR ISLAND","BIG HARBOUR ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21549,"BIG ISLAND","BIG ISLAND",180,"Nouvelle-Écosse","Nova Scotia"
21550,"BIG LORRAINE","BIG LORRAINE",180,"Nouvelle-Écosse","Nova Scotia"
21551,"BIG POND","BIG POND",180,"Nouvelle-Écosse","Nova Scotia"
21552,"BIG TANCOOK","BIG TANCOOK",180,"Nouvelle-Écosse","Nova Scotia"
21553,"BIRCH PLAINS","BIRCH PLAINS",180,"Nouvelle-Écosse","Nova Scotia"
21554,"BIRCHTOWN","BIRCHTOWN",180,"Nouvelle-Écosse","Nova Scotia"
21555,"BIRCHY HEAD","BIRCHY HEAD",180,"Nouvelle-Écosse","Nova Scotia"
21556,"BLACK HEAD","BLACK HEAD",180,"Nouvelle-Écosse","Nova Scotia"
21557,"BLACK POINT (CAPE BRETON)","BLACK POINT (CAPE BRETON)",180,"Nouvelle-Écosse","Nova Scotia"
21558,"BLACK POINT (HALIFAX - 23)","BLACK POINT (HALIFAX - 23)",180,"Nouvelle-Écosse","Nova Scotia"
21559,"BLACK POINT (HALIFAX -22)","BLACK POINT (HALIFAX -22)",180,"Nouvelle-Écosse","Nova Scotia"
21560,"BLACK POINT (PICTOU)","BLACK POINT (PICTOU)",180,"Nouvelle-Écosse","Nova Scotia"
21561,"BLACK POINT (VICTORIA)","BLACK POINT (VICTORIA)",180,"Nouvelle-Écosse","Nova Scotia"
21562,"BLACK RIVER (RICHMOND)","BLACK RIVER (RICHMOND)",180,"Nouvelle-Écosse","Nova Scotia"
21563,"BLACK ROCK (KINGS)","BLACK ROCK (KINGS)",180,"Nouvelle-Écosse","Nova Scotia"
21564,"BLACK ROCK (LUNEBURG)","BLACK ROCK (LUNEBURG)",180,"Nouvelle-Écosse","Nova Scotia"
21565,"BLANCHE","BLANCHE",180,"Nouvelle-Écosse","Nova Scotia"
21566,"BLANDFORD","BLANDFORD",180,"Nouvelle-Écosse","Nova Scotia"
21567,"BLIND BAY","BLIND BAY",180,"Nouvelle-Écosse","Nova Scotia"
21568,"BLOCKHOUSE","BLOCKHOUSE",180,"Nouvelle-Écosse","Nova Scotia"
21569,"BLUE ROCKS","BLUE ROCKS",180,"Nouvelle-Écosse","Nova Scotia"
21570,"BOAR'S HEAD","BOAR'S HEAD",180,"Nouvelle-Écosse","Nova Scotia"
21571,"BOISDALE","BOISDALE",180,"Nouvelle-Écosse","Nova Scotia"
21572,"BOUDREAUVILLE","BOUDREAUVILLE",180,"Nouvelle-Écosse","Nova Scotia"
21573,"BOULARDERIE","BOULARDERIE",180,"Nouvelle-Écosse","Nova Scotia"
21574,"BOUTILIER'S COVE","BOUTILIER'S COVE",180,"Nouvelle-Écosse","Nova Scotia"
21575,"BOUTILIER'S POINT","BOUTILIER'S POINT",180,"Nouvelle-Écosse","Nova Scotia"
21576,"BOYLSTON","BOYLSTON",180,"Nouvelle-Écosse","Nova Scotia"
21577,"BRAMBER","BRAMBER",180,"Nouvelle-Écosse","Nova Scotia"
21578,"BRANCH LA HAVE","BRANCH LA HAVE",180,"Nouvelle-Écosse","Nova Scotia"
21579,"BRAS D'OR","BRAS D'OR",180,"Nouvelle-Écosse","Nova Scotia"
21580,"BRASS HILL","BRASS HILL",180,"Nouvelle-Écosse","Nova Scotia"
